age,fitness_level,fitness_level_name,goal,goal_name,day1_workout,day1_workout_name,day2_workout,day2_workout_name,day3_workout,day3_workout_name,day4_workout,day4_workout_name,day5_workout,day5_workout_name,day6_workout,day6_workout_name,day7_workout,day7_workout_name,target_workout
24,0,Beginner,0,Weight Loss,6,Cycling,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
59,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
41,1,Intermediate,0,Weight Loss,0,Rest,1,Cardio,0,Rest,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
53,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,5,Swimming,5
55,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
18,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,6,Cycling,1,Cardio,0,Rest,4,Yoga,4
54,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,6,Cycling,6,Cycling,1,Cardio,1
25,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,4,Yoga,3,HIIT,5,Swimming,4,Yoga,4
38,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
49,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,3,HIIT,2,Strength,3,HIIT,5,Swimming,1,Cardio,1
40,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
36,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,6,Cycling,4,Yoga,4
62,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
56,0,Beginner,2,General Fitness,0,Rest,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,5,Swimming,5
51,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,6,Cycling,0,Rest,0
40,0,Beginner,1,Muscle Gain,2,Strength,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
25,0,Beginner,0,Weight Loss,2,Strength,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
20,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
47,0,Beginner,2,General Fitness,1,Cardio,0,Rest,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
21,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
53,1,Intermediate,2,General Fitness,5,Swimming,3,HIIT,1,Cardio,2,Strength,3,HIIT,3,HIIT,4,Yoga,4
59,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,0,Rest,4,Yoga,4
61,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
28,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
47,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
24,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
41,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,5,Swimming,3,HIIT,1,Cardio,0,Rest,0
37,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
29,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
37,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
30,2,Advanced,2,General Fitness,3,HIIT,6,Cycling,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
30,2,Advanced,0,Weight Loss,3,HIIT,4,Yoga,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
38,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
55,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,2,Strength,1,Cardio,1
31,2,Advanced,1,Muscle Gain,5,Swimming,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
43,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
27,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
39,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
37,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,1,Cardio,3,HIIT,5,Swimming,4,Yoga,4
46,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,6,Cycling,3,HIIT,5,Swimming,2,Strength,2
52,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,6,Cycling,0,Rest,1,Cardio,1,Cardio,1
29,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,4,Yoga,4
60,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
19,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
27,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
25,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
31,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
62,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,5,Swimming,2,Strength,2,Strength,0,Rest,0
43,2,Advanced,0,Weight Loss,1,Cardio,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
58,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
45,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,5,Swimming,5
40,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,6,Cycling,1,Cardio,0,Rest,4,Yoga,4
30,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,4,Yoga,6,Cycling,0,Rest,0
21,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
38,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
37,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,5,Swimming,2,Strength,6,Cycling,6
63,2,Advanced,2,General Fitness,3,HIIT,1,Cardio,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
56,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
57,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,4,Yoga,2,Strength,2,Strength,2,Strength,0,Rest,0
61,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
49,1,Intermediate,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
53,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
29,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
48,2,Advanced,2,General Fitness,3,HIIT,0,Rest,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
25,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,5,Swimming,3,HIIT,5,Swimming,4,Yoga,4
27,1,Intermediate,1,Muscle Gain,3,HIIT,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
23,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
40,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
61,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
22,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
59,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,4,Yoga,2,Strength,2,Strength,0,Rest,0
55,1,Intermediate,2,General Fitness,4,Yoga,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
41,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
37,1,Intermediate,1,Muscle Gain,4,Yoga,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
34,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
44,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,5,Swimming,1,Cardio,0,Rest,4,Yoga,4
34,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,0,Rest,1,Cardio,1
25,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
41,2,Advanced,2,General Fitness,3,HIIT,2,Strength,2,Strength,1,Cardio,3,HIIT,5,Swimming,2,Strength,2
21,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,3,HIIT,1,Cardio,0,Rest,4,Yoga,4
35,0,Beginner,0,Weight Loss,2,Strength,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
21,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
50,1,Intermediate,2,General Fitness,2,Strength,4,Yoga,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
35,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,4,Yoga,0,Rest,0
45,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
34,0,Beginner,0,Weight Loss,4,Yoga,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,5,Swimming,5
19,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
18,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,4,Yoga,0,Rest,0
56,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,0,Rest,1,Cardio,2,Strength,6,Cycling,0,Rest,0
46,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
55,1,Intermediate,1,Muscle Gain,6,Cycling,2,Strength,3,HIIT,2,Strength,2,Strength,2,Strength,0,Rest,0
34,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
44,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
41,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
38,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
51,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,6,Cycling,1,Cardio,0,Rest,4,Yoga,4
57,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
29,2,Advanced,2,General Fitness,3,HIIT,3,HIIT,3,HIIT,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
38,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,1,Cardio,2,Strength,0,Rest,0
55,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,1,Cardio,6,Cycling,1,Cardio,1
61,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
38,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
48,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
22,0,Beginner,2,General Fitness,1,Cardio,6,Cycling,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
51,0,Beginner,1,Muscle Gain,5,Swimming,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
35,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
28,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,1,Cardio,0,Rest,0
25,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,6,Cycling,2,Strength,3,HIIT,3
56,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
55,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
56,2,Advanced,1,Muscle Gain,2,Strength,6,Cycling,2,Strength,1,Cardio,2,Strength,2,Strength,0,Rest,0
34,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
23,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
58,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
57,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
48,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
55,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
62,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,6,Cycling,6
61,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,3,HIIT,4,Yoga,4
64,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,1,Cardio,1
37,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
21,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,3,HIIT,3,HIIT,2,Strength,6,Cycling,0,Rest,0
48,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
22,2,Advanced,1,Muscle Gain,4,Yoga,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
19,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
30,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
39,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
46,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
33,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
54,2,Advanced,1,Muscle Gain,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,2,Strength,1,Cardio,1
56,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,6,Cycling,2,Strength,2,Strength,0,Rest,0
51,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,1,Cardio,0,Rest,2,Strength,2,Strength,0,Rest,0
26,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
19,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
30,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,5,Swimming,2,Strength,2,Strength,0,Rest,0
40,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,1,Cardio,4,Yoga,4
26,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
56,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
62,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,2,Strength,4,Yoga,4
61,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,0,Rest,4,Yoga,4
20,2,Advanced,0,Weight Loss,3,HIIT,4,Yoga,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
18,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,6,Cycling,3,HIIT,5,Swimming,2,Strength,2
52,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,3,HIIT,0,Rest,0
61,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
58,1,Intermediate,0,Weight Loss,6,Cycling,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
45,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
62,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
29,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
42,2,Advanced,1,Muscle Gain,2,Strength,4,Yoga,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
40,1,Intermediate,2,General Fitness,2,Strength,0,Rest,1,Cardio,1,Cardio,3,HIIT,5,Swimming,4,Yoga,4
57,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
56,2,Advanced,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
49,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
35,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
47,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,4,Yoga,3,HIIT,6,Cycling,1,Cardio,1
48,2,Advanced,0,Weight Loss,6,Cycling,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
22,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
49,0,Beginner,1,Muscle Gain,4,Yoga,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
62,1,Intermediate,1,Muscle Gain,2,Strength,6,Cycling,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
24,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
53,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,1,Cardio,2,Strength,2,Strength,2,Strength,0,Rest,0
62,0,Beginner,2,General Fitness,3,HIIT,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
37,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,1,Cardio,0,Rest,0
55,0,Beginner,2,General Fitness,5,Swimming,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
64,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
33,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,4,Yoga,4
33,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
63,2,Advanced,2,General Fitness,4,Yoga,2,Strength,3,HIIT,3,HIIT,3,HIIT,5,Swimming,2,Strength,2
24,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
34,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
20,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
39,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
57,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
20,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,1,Cardio,3,HIIT,5,Swimming,2,Strength,2
44,1,Intermediate,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
42,2,Advanced,2,General Fitness,3,HIIT,1,Cardio,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
59,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
60,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,1,Cardio,3,HIIT,6,Cycling,0,Rest,0
55,2,Advanced,2,General Fitness,3,HIIT,2,Strength,1,Cardio,2,Strength,3,HIIT,5,Swimming,2,Strength,2
27,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,2,Strength,4,Yoga,4
41,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
34,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,1,Cardio,2,Strength,2,Strength,2
58,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
57,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,4,Yoga,6,Cycling,1,Cardio,1
35,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
20,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
52,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,1,Cardio,2,Strength,2,Strength,0,Rest,0
59,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
48,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
30,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,0,Rest,2,Strength,2,Strength,2,Strength,0,Rest,0
46,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
29,1,Intermediate,2,General Fitness,2,Strength,0,Rest,1,Cardio,2,Strength,3,HIIT,5,Swimming,4,Yoga,4
54,0,Beginner,2,General Fitness,4,Yoga,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
31,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,2,Strength,3,HIIT,5,Swimming,2,Strength,2
25,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,3,HIIT,2,Strength,0,Rest,0
51,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,0,Rest,4,Yoga,2,Strength,2,Strength,0,Rest,0
48,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
32,1,Intermediate,0,Weight Loss,3,HIIT,1,Cardio,2,Strength,6,Cycling,3,HIIT,6,Cycling,0,Rest,0
26,2,Advanced,2,General Fitness,3,HIIT,2,Strength,3,HIIT,5,Swimming,3,HIIT,5,Swimming,2,Strength,2
50,2,Advanced,0,Weight Loss,3,HIIT,2,Strength,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
48,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
49,1,Intermediate,1,Muscle Gain,2,Strength,2,Strength,4,Yoga,2,Strength,2,Strength,2,Strength,0,Rest,0
33,1,Intermediate,2,General Fitness,2,Strength,3,HIIT,1,Cardio,2,Strength,3,HIIT,3,HIIT,4,Yoga,4
34,0,Beginner,1,Muscle Gain,1,Cardio,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
55,0,Beginner,1,Muscle Gain,2,Strength,0,Rest,2,Strength,0,Rest,2,Strength,2,Strength,0,Rest,0
36,2,Advanced,2,General Fitness,3,HIIT,2,Strength,1,Cardio,2,Strength,3,HIIT,5,Swimming,2,Strength,2
61,2,Advanced,1,Muscle Gain,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
32,2,Advanced,1,Muscle Gain,0,Rest,2,Strength,2,Strength,2,Strength,2,Strength,2,Strength,0,Rest,0
23,0,Beginner,0,Weight Loss,1,Cardio,0,Rest,2,Strength,0,Rest,1,Cardio,0,Rest,4,Yoga,4
51,0,Beginner,2,General Fitness,1,Cardio,2,Strength,0,Rest,3,HIIT,0,Rest,1,Cardio,4,Yoga,4
53,2,Advanced,0,Weight Loss,3,HIIT,3,HIIT,2,Strength,3,HIIT,3,HIIT,6,Cycling,1,Cardio,1
