age,weight,height,bmi,fitness_level,fitness_level_name,goal,goal_name,category,category_label
63,93.3,199.73,23.39,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
31,72.72,167.63,25.88,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
37,80.37,163.45,30.09,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
60,48.94,177.52,15.53,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
51,119.11,171.92,40.3,0,Beginner,2,General Fitness,2,Beginner - General Fitness
51,104.48,169.92,36.19,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
51,63.83,195.78,16.65,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
42,84.03,196.54,21.75,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
51,54.4,158.03,21.79,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
56,68.36,190.01,18.93,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
35,52.71,171.54,17.91,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
33,105.44,171.37,35.9,2,Advanced,2,General Fitness,8,Advanced - General Fitness
36,52.92,199.57,13.29,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
47,81.88,193.63,21.84,2,Advanced,2,General Fitness,8,Advanced - General Fitness
21,102.89,175.83,33.28,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
54,46.88,178.53,14.71,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
44,75.39,196.31,19.56,2,Advanced,2,General Fitness,8,Advanced - General Fitness
30,86.42,185.62,25.08,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
56,85.3,197.21,21.93,2,Advanced,2,General Fitness,8,Advanced - General Fitness
45,107.69,186.93,30.82,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
34,80.98,192.95,21.75,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
54,110.97,179.0,34.63,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
50,115.72,194.49,30.59,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
60,114.46,172.78,38.34,0,Beginner,2,General Fitness,2,Beginner - General Fitness
40,59.1,177.04,18.85,0,Beginner,2,General Fitness,2,Beginner - General Fitness
26,59.0,170.32,20.34,2,Advanced,2,General Fitness,8,Advanced - General Fitness
22,105.7,197.02,27.23,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
50,66.77,191.4,18.23,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
33,95.68,154.9,39.88,2,Advanced,2,General Fitness,8,Advanced - General Fitness
40,62.94,179.5,19.53,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
45,82.37,191.23,22.53,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
53,60.86,174.11,20.08,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
26,105.28,172.6,35.34,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
24,77.08,185.08,22.5,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
28,114.8,186.86,32.88,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
32,71.93,161.52,27.57,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
50,104.0,168.23,36.75,0,Beginner,2,General Fitness,2,Beginner - General Fitness
64,50.04,185.73,14.51,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
58,111.95,175.11,36.51,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
54,96.26,179.4,29.91,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
52,74.29,165.9,26.99,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
27,99.9,152.14,43.16,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
24,68.71,188.17,19.41,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
38,63.78,155.72,26.3,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
57,90.53,151.13,39.63,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
29,47.56,190.94,13.05,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
21,50.53,197.07,13.01,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
43,77.8,153.77,32.91,2,Advanced,2,General Fitness,8,Advanced - General Fitness
49,96.33,173.39,32.04,0,Beginner,2,General Fitness,2,Beginner - General Fitness
47,50.15,176.87,16.03,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
46,113.94,169.73,39.55,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
53,59.26,182.59,17.77,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
50,82.99,151.63,36.1,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
32,66.82,196.15,17.37,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
37,53.87,189.04,15.08,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
30,95.54,179.44,29.67,0,Beginner,2,General Fitness,2,Beginner - General Fitness
25,63.68,178.59,19.97,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
27,79.34,156.38,32.45,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
46,82.69,178.06,26.08,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
30,93.9,195.63,24.53,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
36,71.71,162.06,27.3,2,Advanced,2,General Fitness,8,Advanced - General Fitness
18,116.89,186.24,33.7,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
22,78.09,172.6,26.21,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
21,103.79,166.62,37.39,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
41,69.94,156.63,28.51,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
29,74.13,175.16,24.16,2,Advanced,2,General Fitness,8,Advanced - General Fitness
45,90.55,157.92,36.31,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
20,69.92,170.57,24.03,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
56,81.97,160.42,31.85,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
45,86.91,177.23,27.67,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
55,55.92,166.62,20.14,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
47,73.07,188.04,20.67,0,Beginner,2,General Fitness,2,Beginner - General Fitness
54,111.65,178.02,35.23,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
20,88.5,161.87,33.77,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
55,119.79,178.3,37.68,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
51,63.83,174.98,20.85,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
53,51.25,159.28,20.2,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
44,87.41,175.2,28.48,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
50,90.3,199.53,22.68,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
53,47.41,185.53,13.77,0,Beginner,2,General Fitness,2,Beginner - General Fitness
40,112.88,184.9,33.02,0,Beginner,2,General Fitness,2,Beginner - General Fitness
18,114.35,155.18,47.49,0,Beginner,2,General Fitness,2,Beginner - General Fitness
59,94.08,174.38,30.94,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
26,75.45,183.87,22.32,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
56,112.76,161.56,43.2,0,Beginner,2,General Fitness,2,Beginner - General Fitness
50,110.84,198.66,28.08,2,Advanced,2,General Fitness,8,Advanced - General Fitness
52,56.89,182.08,17.16,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
38,49.94,173.43,16.6,2,Advanced,2,General Fitness,8,Advanced - General Fitness
23,110.27,188.79,30.94,0,Beginner,2,General Fitness,2,Beginner - General Fitness
63,100.71,158.62,40.03,2,Advanced,2,General Fitness,8,Advanced - General Fitness
24,62.72,171.92,21.22,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
24,51.91,161.99,19.78,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
49,47.18,180.89,14.42,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
50,73.17,175.15,23.85,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
27,84.22,152.16,36.38,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
54,111.22,178.61,34.86,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
35,86.6,156.29,35.45,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
64,70.71,161.3,27.18,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
43,75.01,179.64,23.24,2,Advanced,2,General Fitness,8,Advanced - General Fitness
49,116.68,192.83,31.38,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
44,119.51,170.02,41.34,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
40,109.96,194.14,29.18,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
53,86.86,172.3,29.26,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
34,112.75,150.42,49.83,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
46,109.81,155.48,45.42,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
38,87.68,151.78,38.06,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
48,65.5,182.02,19.77,2,Advanced,2,General Fitness,8,Advanced - General Fitness
56,98.38,187.12,28.1,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
31,117.48,168.11,41.57,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
38,75.27,165.84,27.37,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
19,98.3,199.08,24.8,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
42,51.11,184.42,15.03,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
29,102.13,196.92,26.34,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
23,89.75,182.36,26.99,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
29,81.75,171.51,27.79,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
46,117.59,184.07,34.71,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
30,69.77,156.29,28.56,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
36,48.55,159.8,19.01,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
55,71.24,199.91,17.83,2,Advanced,2,General Fitness,8,Advanced - General Fitness
24,114.48,154.24,48.12,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
64,87.2,177.98,27.53,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
45,103.1,175.69,33.4,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
19,51.58,157.79,20.72,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
18,86.38,198.96,21.82,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
28,63.22,162.43,23.96,0,Beginner,2,General Fitness,2,Beginner - General Fitness
47,87.22,167.6,31.05,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
25,92.77,176.09,29.92,2,Advanced,2,General Fitness,8,Advanced - General Fitness
48,62.11,157.87,24.92,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
38,58.33,177.32,18.55,0,Beginner,2,General Fitness,2,Beginner - General Fitness
28,110.88,164.15,41.15,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
48,59.44,163.21,22.31,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
26,119.45,197.96,30.48,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
33,107.24,194.63,28.31,2,Advanced,2,General Fitness,8,Advanced - General Fitness
49,86.51,169.45,30.13,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
59,118.43,189.65,32.93,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
62,76.19,189.24,21.28,0,Beginner,2,General Fitness,2,Beginner - General Fitness
32,56.69,159.46,22.29,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
34,72.18,157.6,29.06,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
40,68.77,180.53,21.1,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
51,103.72,159.04,41.01,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
20,54.63,174.95,17.85,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
33,92.75,164.9,34.11,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
39,100.38,189.76,27.88,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
37,90.62,168.11,32.07,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
41,81.45,170.35,28.07,2,Advanced,2,General Fitness,8,Advanced - General Fitness
26,117.28,196.81,30.28,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
60,74.55,176.98,23.8,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
18,75.13,174.02,24.81,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
18,93.62,169.63,32.54,0,Beginner,2,General Fitness,2,Beginner - General Fitness
27,69.44,189.28,19.38,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
22,91.91,169.61,31.95,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
58,73.64,182.69,22.06,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
51,77.58,166.76,27.9,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
33,59.4,176.87,18.99,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
21,107.86,151.08,47.26,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
41,75.57,174.26,24.89,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
53,111.94,161.35,43.0,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
55,57.65,198.81,14.58,2,Advanced,2,General Fitness,8,Advanced - General Fitness
51,92.92,159.54,36.51,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
23,84.39,191.74,22.95,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
41,80.22,153.83,33.9,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
52,65.45,150.17,29.02,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
64,74.63,178.21,23.5,2,Advanced,2,General Fitness,8,Advanced - General Fitness
19,78.8,153.94,33.25,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
59,113.86,169.07,39.84,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
50,61.06,181.26,18.58,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
32,111.54,152.46,47.98,0,Beginner,2,General Fitness,2,Beginner - General Fitness
18,108.23,150.53,47.77,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
23,61.07,189.12,17.08,0,Beginner,2,General Fitness,2,Beginner - General Fitness
35,104.3,164.01,38.77,0,Beginner,2,General Fitness,2,Beginner - General Fitness
33,94.21,192.1,25.53,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
20,61.33,184.67,17.99,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
33,88.84,195.13,23.33,0,Beginner,2,General Fitness,2,Beginner - General Fitness
29,47.44,168.68,16.68,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
34,106.95,164.57,39.49,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
64,66.44,161.65,25.43,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
62,81.59,160.82,31.54,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
19,108.36,159.79,42.44,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
24,109.14,158.88,43.24,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
56,54.31,152.5,23.36,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
47,96.9,187.65,27.52,2,Advanced,2,General Fitness,8,Advanced - General Fitness
53,75.03,156.52,30.63,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
36,91.98,172.27,30.99,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
29,50.74,183.2,15.12,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
34,48.07,194.01,12.77,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
38,78.4,153.02,33.48,2,Advanced,2,General Fitness,8,Advanced - General Fitness
33,46.72,193.12,12.53,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
61,97.01,191.47,26.46,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
51,80.09,165.57,29.21,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
44,87.47,161.9,33.37,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
50,59.56,173.85,19.71,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
48,95.97,177.4,30.49,0,Beginner,2,General Fitness,2,Beginner - General Fitness
61,67.04,191.41,18.3,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
48,92.24,187.04,26.37,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
27,50.72,182.64,15.2,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
51,111.17,167.16,39.78,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
58,81.66,154.46,34.23,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
19,45.54,159.07,18.0,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
25,96.53,174.93,31.55,0,Beginner,2,General Fitness,2,Beginner - General Fitness
42,101.37,181.02,30.93,0,Beginner,2,General Fitness,2,Beginner - General Fitness
48,67.77,181.05,20.67,0,Beginner,2,General Fitness,2,Beginner - General Fitness
48,117.05,184.42,34.41,2,Advanced,2,General Fitness,8,Advanced - General Fitness
63,111.45,168.24,39.38,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
40,80.9,159.31,31.88,0,Beginner,2,General Fitness,2,Beginner - General Fitness
42,92.97,151.74,40.38,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
45,49.27,168.72,17.31,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
60,45.49,199.49,11.43,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
35,112.82,189.5,31.42,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
32,84.56,175.73,27.38,2,Advanced,2,General Fitness,8,Advanced - General Fitness
61,104.16,172.82,34.88,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
39,56.38,177.33,17.93,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
39,66.55,184.87,19.47,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
37,100.82,187.3,28.74,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
26,97.91,187.71,27.79,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
30,102.5,196.94,26.43,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
29,80.28,164.76,29.57,0,Beginner,2,General Fitness,2,Beginner - General Fitness
24,113.08,176.36,36.36,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
24,61.03,163.36,22.87,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
21,58.8,197.72,15.04,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
55,110.54,178.53,34.68,0,Beginner,2,General Fitness,2,Beginner - General Fitness
52,94.48,197.98,24.1,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
45,104.6,187.57,29.73,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
23,74.89,181.69,22.68,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
40,66.66,160.39,25.91,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
40,90.66,153.27,38.59,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
64,94.53,155.71,38.99,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
18,87.72,182.84,26.24,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
27,53.43,154.23,22.46,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
48,92.92,173.85,30.75,0,Beginner,2,General Fitness,2,Beginner - General Fitness
55,71.46,193.58,19.07,0,Beginner,2,General Fitness,2,Beginner - General Fitness
44,97.7,200.0,24.43,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
45,108.19,190.28,29.88,0,Beginner,2,General Fitness,2,Beginner - General Fitness
54,80.65,185.91,23.33,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
36,111.28,155.42,46.07,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
54,81.52,159.72,31.96,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
36,107.58,187.63,30.56,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
64,88.3,180.13,27.21,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
29,75.1,151.87,32.56,0,Beginner,2,General Fitness,2,Beginner - General Fitness
64,59.94,160.07,23.39,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
21,105.54,168.04,37.38,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
20,89.79,185.87,25.99,0,Beginner,2,General Fitness,2,Beginner - General Fitness
47,55.82,181.11,17.02,2,Advanced,2,General Fitness,8,Advanced - General Fitness
59,91.23,184.25,26.87,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
34,84.52,168.72,29.69,2,Advanced,2,General Fitness,8,Advanced - General Fitness
25,89.0,195.74,23.23,0,Beginner,2,General Fitness,2,Beginner - General Fitness
48,57.18,199.29,14.4,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
20,53.84,161.6,20.62,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
34,96.17,176.52,30.86,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
28,89.01,180.25,27.39,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
58,82.59,184.88,24.16,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
35,77.44,170.93,26.5,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
60,86.23,153.91,36.4,0,Beginner,2,General Fitness,2,Beginner - General Fitness
38,104.48,179.79,32.32,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
51,57.87,196.56,14.98,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
47,50.32,188.38,14.18,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
60,48.82,173.97,16.13,0,Beginner,2,General Fitness,2,Beginner - General Fitness
64,48.63,170.27,16.77,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
31,114.2,168.81,40.08,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
32,87.82,151.95,38.04,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
62,71.15,158.99,28.15,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
57,95.92,180.61,29.41,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
26,49.55,154.78,20.68,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
33,106.94,165.65,38.97,2,Advanced,2,General Fitness,8,Advanced - General Fitness
63,56.49,199.29,14.22,2,Advanced,2,General Fitness,8,Advanced - General Fitness
33,97.09,167.44,34.63,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
37,55.22,159.05,21.83,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
22,86.31,162.53,32.67,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
32,48.59,185.9,14.06,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
26,52.65,161.64,20.15,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
31,119.76,154.95,49.88,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
24,74.4,182.3,22.39,0,Beginner,2,General Fitness,2,Beginner - General Fitness
33,70.62,197.97,18.02,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
49,61.55,180.73,18.84,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
54,93.66,180.96,28.6,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
23,78.87,171.75,26.74,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
29,117.03,158.72,46.46,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
41,53.51,152.67,22.96,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
50,95.98,185.65,27.85,0,Beginner,2,General Fitness,2,Beginner - General Fitness
59,59.42,153.43,25.24,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
40,51.27,163.67,19.14,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
56,58.64,158.48,23.35,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
38,54.57,190.13,15.1,2,Advanced,2,General Fitness,8,Advanced - General Fitness
44,71.05,174.16,23.42,2,Advanced,2,General Fitness,8,Advanced - General Fitness
37,61.29,173.13,20.45,0,Beginner,2,General Fitness,2,Beginner - General Fitness
58,89.19,186.1,25.75,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
30,58.26,183.11,17.38,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
48,62.3,164.57,23.0,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
41,119.65,166.32,43.25,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
59,77.93,189.85,21.62,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
61,104.99,196.27,27.26,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
31,110.5,172.92,36.96,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
43,69.35,170.95,23.73,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
62,61.75,151.66,26.85,0,Beginner,2,General Fitness,2,Beginner - General Fitness
18,58.54,187.5,16.65,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
46,76.24,156.65,31.07,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
54,47.8,175.01,15.61,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
54,100.41,186.86,28.76,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
48,111.81,152.05,48.36,0,Beginner,2,General Fitness,2,Beginner - General Fitness
45,118.64,168.49,41.79,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
49,49.17,181.29,14.96,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
45,63.47,196.65,16.41,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
48,107.72,170.41,37.1,0,Beginner,2,General Fitness,2,Beginner - General Fitness
24,52.94,180.96,16.17,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
62,66.8,170.68,22.93,0,Beginner,2,General Fitness,2,Beginner - General Fitness
46,110.95,157.73,44.6,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
42,72.61,151.96,31.45,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
20,55.11,162.82,20.79,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
37,87.45,185.21,25.49,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
30,53.38,164.09,19.83,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
23,62.81,183.96,18.56,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
56,57.98,156.98,23.53,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
